model,scenario,region,variable,unit,reference_period_start_year,mip_era,variable_standard_name,member_id,activity_id,source,climate_model,reference_period_end_year,realization,cmor_variable,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
unspecified,historical,World,Surface Air Ocean Blended Temperature Change,K,1850,unspecified,surface_temperature,unspecified,unspecified,HadCRUT.4.6.0.0,unspecified,1900,best-estimate,ts,-0.061215686274509795,0.0937843137254902,0.0837843137254902,0.04278431372549024,0.0637843137254902,0.039784313725490184,-0.04621568627450978,-0.14921568627450982,-0.15521568627450982,0.02778431372549023,-0.03121568627450977,-0.09521568627450983,-0.21221568627450982,0.03378431372549018,-0.1822156862745098,0.03278431372549023,0.0607843137254902,-0.009215686274509804,0.07378431372549019,0.04978431372549019,0.03578431372549018,-0.023215686274509817,0.08478431372549022,0.007784313725490211,-0.05621568627450979,-0.08321568627450981,-0.0722156862745098,0.2367843137254902,0.34678431372549023,0.0817843137254902,0.08478431372549022,0.11178431372549019,0.09878431372549021,0.015784313725490162,-0.09721568627450977,-0.07721568627450981,-0.055215686274509845,-0.10621568627450978,0.004784313725490208,0.1407843137254902,-0.10421568627450983,-0.018215686274509812,-0.1432156862745098,-0.16121568627450977,-0.09821568627450977,-0.07821568627450981,0.12578431372549018,0.10578431372549019,-0.10021568627450983,0.022784313725490224,0.10878431372549019,0.052784313725490195,-0.09021568627450982,-0.16721568627450978,-0.20821568627450981,-0.0652156862745098,0.028784313725490174,-0.15321568627450982,-0.1992156862745098,-0.21021568627450982,-0.1782156862745098,-0.23221568627450984,-0.12521568627450985,-0.11221568627450978,0.06778431372549021,0.17078431372549022,-0.07121568627450975,-0.15621568627450977,-0.02121568627450976,0.03678431372549018,0.0647843137254902,0.1247843137254902,0.009784313725490212,0.03578431372549018,0.01778431372549022,0.0967843137254902,0.2037843137254902,0.10178431372549021,0.10578431372549019,-0.038215686274509775,0.17478431372549022,0.2247843137254902,0.17478431372549022,0.03878431372549018,0.1807843137254902,0.13378431372549018,0.1647843137254902,0.2857843137254902,0.3057843137254902,0.2597843137254902,0.3257843137254902,0.3317843137254902,0.2847843137254902,0.3077843137254902,0.4557843137254902,0.3367843137254902,0.2407843137254902,0.2737843137254902,0.2727843137254902,0.2377843137254902,0.1387843137254902,0.2597843137254902,0.33978431372549023,0.4087843137254902,0.1827843137254902,0.1217843137254902,0.04478431372549019,0.3047843137254902,0.3577843137254902,0.3287843137254902,0.2627843137254902,0.3497843137254902,0.3257843137254902,0.3597843137254902,0.0887843137254902,0.1717843137254902,0.2437843137254902,0.2377843137254902,0.1987843137254902,0.34378431372549023,0.2847843137254902,0.12578431372549018,0.2467843137254902,0.3737843137254902,0.09778431372549021,0.1627843137254902,0.07078431372549018,0.3587843137254902,0.2497843137254902,0.3687843137254902,0.4037843137254902,0.4517843137254902,0.3227843137254902,0.5057843137254902,0.2977843137254902,0.2817843137254902,0.3567843137254902,0.5037843137254903,0.5097843137254903,0.4297843137254902,0.6077843137254902,0.5657843137254902,0.4167843137254902,0.4597843137254902,0.5197843137254903,0.6367843137254903,0.4947843137254902,0.7017843137254902,0.8507843137254902,0.6177843137254901,0.6057843137254901,0.7527843137254902,0.8077843137254902,0.8167843137254902,0.7587843137254902,0.8567843137254902,0.8177843137254902,0.8027843137254902,0.7067843137254902,0.8177843137254902,0.8717843137254903,0.7367843137254901,0.7817843137254902,0.8257843137254902,0.8907843137254902,1.0747843137254902,1.1087843137254902,0.9887843137254902,0.9087843137254902,1.04778431372549,1.07978431372549
